USDA Certificate Type	cert_num	cert_status	name	dba	cust_num	city	state
VETERANS ADMINISTRATION HOSPITAL	72-V-0003	ACTIVE	NEW ORLEANS VAMC (629)	Southeast Louisiana Veterans Health Care System	1365	NEW ORLEANS	LA
VETERANS ADMINISTRATION HOSPITAL	73-V-0001	ACTIVE	OKLAHOMA CITY V A M C		1367	OKLAHOMA CITY	OK
VETERANS ADMINISTRATION HOSPITAL	73-V-0003	ACTIVE	MUSKOGEE VAMC (623)		1368	MUSKOGEE	OK
VETERANS ADMINISTRATION HOSPITAL	74-V-0008	ACTIVE	DALLAS VAMC		1371	DALLAS	TX
VETERANS ADMINISTRATION HOSPITAL	74-V-0009	ACTIVE	AUDIE L. MURPHY VAMC (671)		1372	SAN ANTONIO	TX
VETERANS ADMINISTRATION HOSPITAL	74-V-0011	ACTIVE	HOUSTON V A M C #580/151		1350	HOUSTON	TX
VETERANS ADMINISTRATION HOSPITAL	74-V-0012	CANCELLED	OLIN E. TEAGUE V A M C  #674		1351	TEMPLE	TX
VETERANS ADMINISTRATION HOSPITAL	74-V-0020	ACTIVE	SAM RAYBURN VAMC (522)		1355	BONHAM	TX
VETERANS ADMINISTRATION HOSPITAL	82-V-0001	ACTIVE	V A MEDICAL CENTER #531		1314	BOISE	ID
VETERANS ADMINISTRATION HOSPITAL	84-V-0002	ACTIVE	V A MEDICAL CENTER  #554		1315	DENVER	CO
VETERANS ADMINISTRATION HOSPITAL	85-V-0001	ACTIVE	V A MEDICAL CENTER  #501		1316	ALBUQUERQUE	NM
VETERANS ADMINISTRATION HOSPITAL	86-V-0002	ACTIVE	V A MEDICAL CENTER (SAVAHCS)  #678		1317	TUCSON	AZ
VETERANS ADMINISTRATION HOSPITAL	87-V-0001	ACTIVE	V A MEDICAL CENTER  #660		1318	SALT LAKE CITY	UT
VETERANS ADMINISTRATION HOSPITAL	91-V-0001	ACTIVE	V A MEDICAL CENTER  #663		1320	SEATTLE	WA
VETERANS ADMINISTRATION HOSPITAL	92-V-0001	ACTIVE	V A PORTLAND HEALTH CARE SYSTEM (VAPORHCS)		1321	PORTLAND	OR
VETERANS ADMINISTRATION HOSPITAL	93-V-0003	ACTIVE	V A MEDICAL CENTER  #640 - PALO ALTO		1322	PALO ALTO	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0004	ACTIVE	VA ANIMAL RESEARCH FACILITY  #664 - SAN DIEGO		1323	SAN DIEGO	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0005	ACTIVE	V A MEDICAL CENTER  #662 - SAN FRANCISCO		1324	SAN FRANCISCO	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0006	ACTIVE	WEST L.A. V.A. MEDICAL CENTER  #691		1325	LOS ANGELES	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0007	ACTIVE	V A MEDICAL CENTER  #600 - LONG BEACH		1326	LONG BEACH	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0008	ACTIVE	J. L. PETTIS MEMORIAL VA MED CTR  #605		1327	LOMA LINDA	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0009	ACTIVE	V.A. N.C.S.C.   #612 NORTHERN CALIFORNIA		1328	MATHER AFB	CA
VETERANS ADMINISTRATION HOSPITAL	93-V-0010	ACTIVE	V A MEDICAL CENTER #665 -  GREATER LOS ANGELES		1329	LOS ANGELES	CA
